,year,tmID,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
902,1988,LAK,,,,,6.0,5.0,0.0,,10.0,4.0,0.0,,8.0,5.0,1.0,,3.0,7.0,3.0,,5.0,5.0,2.0,,8.0,5.0,1.0,,2.0,0.0,0.0,
903,1988,MNS,,,,,2.0,8.0,1.0,,5.0,5.0,3.0,,5.0,6.0,3.0,,4.0,4.0,5.0,,4.0,6.0,2.0,,7.0,7.0,2.0,,0.0,1.0,0.0,
904,1988,MTL,,,,,4.0,7.0,1.0,,11.0,2.0,2.0,,11.0,1.0,3.0,,9.0,4.0,0.0,,8.0,1.0,1.0,,10.0,3.0,1.0,,0.0,0.0,1.0,
905,1988,NJD,,,,,4.0,6.0,1.0,,4.0,6.0,3.0,,5.0,7.0,3.0,,5.0,6.0,2.0,,3.0,6.0,3.0,,5.0,9.0,0.0,,1.0,1.0,0.0,
906,1988,NYI,,,,,4.0,5.0,1.0,,3.0,10.0,1.0,,3.0,9.0,0.0,,6.0,7.0,1.0,,5.0,7.0,1.0,,6.0,8.0,1.0,,1.0,1.0,0.0,
907,1988,NYR,,,,,8.0,2.0,1.0,,6.0,6.0,2.0,,6.0,6.0,2.0,,8.0,2.0,3.0,,5.0,7.0,0.0,,4.0,10.0,0.0,,0.0,2.0,0.0,
908,1988,PHI,,,,,6.0,5.0,0.0,,4.0,11.0,1.0,,11.0,2.0,1.0,,5.0,5.0,1.0,,5.0,7.0,0.0,,5.0,5.0,4.0,,0.0,1.0,1.0,
909,1988,PIT,,,,,7.0,4.0,0.0,,7.0,6.0,0.0,,9.0,2.0,3.0,,5.0,6.0,1.0,,4.0,6.0,3.0,,6.0,9.0,0.0,,2.0,0.0,0.0,
910,1988,QUE,,,,,5.0,7.0,0.0,,3.0,9.0,2.0,,5.0,7.0,2.0,,5.0,6.0,2.0,,4.0,8.0,0.0,,5.0,7.0,1.0,,0.0,2.0,0.0,
911,1988,STL,,,,,5.0,3.0,1.0,,3.0,7.0,3.0,,6.0,7.0,3.0,,4.0,6.0,2.0,,4.0,8.0,1.0,,9.0,4.0,2.0,,2.0,0.0,0.0,
912,1988,TOR,,,,,8.0,4.0,1.0,,3.0,9.0,0.0,,3.0,10.0,1.0,,2.0,8.0,3.0,,6.0,6.0,0.0,,6.0,7.0,1.0,,0.0,2.0,0.0,
913,1988,VAN,,,,,5.0,5.0,2.0,,6.0,7.0,3.0,,4.0,7.0,0.0,,5.0,6.0,2.0,,8.0,5.0,0.0,,5.0,7.0,1.0,,0.0,2.0,0.0,
914,1988,WAS,,,,,3.0,7.0,1.0,,9.0,4.0,1.0,,7.0,4.0,3.0,,6.0,3.0,5.0,,5.0,7.0,0.0,,10.0,3.0,0.0,,1.0,1.0,0.0,
915,1988,WIN,,,,,3.0,4.0,2.0,,6.0,4.0,2.0,,5.0,6.0,3.0,,4.0,8.0,2.0,,3.0,9.0,1.0,,4.0,11.0,2.0,,1.0,0.0,0.0,
916,1989,BOS,,,,,5.0,6.0,1.0,,10.0,1.0,1.0,,6.0,8.0,1.0,,10.0,1.0,2.0,,7.0,6.0,0.0,,8.0,3.0,3.0,,0.0,0.0,1.0,
917,1989,BUF,,,,,7.0,4.0,1.0,,9.0,2.0,3.0,,7.0,5.0,2.0,,7.0,6.0,0.0,,6.0,7.0,0.0,,8.0,3.0,2.0,,1.0,0.0,0.0,
918,1989,CAL,,,,,6.0,3.0,4.0,,5.0,6.0,4.0,,6.0,4.0,2.0,,8.0,2.0,3.0,,6.0,5.0,0.0,,10.0,3.0,2.0,,1.0,0.0,0.0,
919,1989,CHI,,,,,9.0,5.0,1.0,,5.0,6.0,1.0,,8.0,4.0,1.0,,6.0,4.0,1.0,,7.0,6.0,0.0,,5.0,8.0,2.0,,1.0,0.0,0.0,
920,1989,DET,,,,,4.0,6.0,2.0,,2.0,10.0,1.0,,6.0,5.0,3.0,,6.0,6.0,0.0,,5.0,5.0,4.0,,5.0,6.0,3.0,,0.0,0.0,1.0,
921,1989,EDM,,,,,4.0,5.0,3.0,,8.0,5.0,2.0,,9.0,2.0,2.0,,5.0,5.0,3.0,,5.0,6.0,2.0,,6.0,5.0,2.0,,1.0,0.0,0.0,
922,1989,HAR,,,,,6.0,6.0,1.0,,6.0,8.0,0.0,,7.0,4.0,1.0,,4.0,4.0,4.0,,6.0,6.0,1.0,,9.0,5.0,1.0,,0.0,0.0,1.0,
923,1989,LAK,,,,,7.0,6.0,0.0,,5.0,5.0,2.0,,7.0,4.0,2.0,,3.0,8.0,2.0,,6.0,7.0,0.0,,6.0,8.0,1.0,,0.0,1.0,0.0,
924,1989,MNS,,,,,7.0,4.0,1.0,,9.0,5.0,0.0,,2.0,11.0,2.0,,6.0,7.0,0.0,,3.0,8.0,0.0,,9.0,4.0,1.0,,0.0,1.0,0.0,
925,1989,MTL,,,,,9.0,6.0,0.0,,8.0,4.0,2.0,,3.0,7.0,3.0,,6.0,4.0,1.0,,9.0,3.0,1.0,,6.0,4.0,3.0,,0.0,0.0,1.0,
926,1989,NJD,,,,,6.0,5.0,1.0,,5.0,5.0,2.0,,7.0,8.0,1.0,,6.0,5.0,1.0,,2.0,7.0,3.0,,11.0,4.0,0.0,,0.0,0.0,1.0,
927,1989,NYI,,,,,3.0,6.0,3.0,,3.0,12.0,0.0,,9.0,3.0,1.0,,9.0,3.0,1.0,,4.0,5.0,3.0,,3.0,9.0,3.0,,,,,
928,1989,NYR,,,,,8.0,2.0,3.0,,5.0,7.0,1.0,,2.0,9.0,3.0,,5.0,4.0,3.0,,9.0,3.0,1.0,,7.0,5.0,2.0,,0.0,1.0,0.0,
929,1989,PHI,,,,,3.0,7.0,1.0,,9.0,3.0,2.0,,6.0,7.0,2.0,,2.0,9.0,2.0,,5.0,5.0,2.0,,5.0,8.0,1.0,,0.0,0.0,1.0,
930,1989,PIT,,,,,3.0,7.0,2.0,,6.0,7.0,0.0,,7.0,5.0,1.0,,6.0,6.0,1.0,,8.0,5.0,1.0,,2.0,10.0,3.0,,,,,
931,1989,QUE,,,,,3.0,8.0,1.0,,3.0,11.0,1.0,,1.0,6.0,4.0,,2.0,11.0,0.0,,2.0,11.0,0.0,,1.0,13.0,1.0,,0.0,1.0,0.0,
932,1989,STL,,,,,5.0,5.0,1.0,,6.0,4.0,3.0,,5.0,8.0,2.0,,7.0,4.0,2.0,,9.0,4.0,0.0,,5.0,9.0,1.0,,,,,
933,1989,TOR,,,,,6.0,7.0,0.0,,6.0,7.0,0.0,,7.0,7.0,1.0,,8.0,2.0,1.0,,6.0,6.0,1.0,,5.0,9.0,1.0,,,,,
934,1989,VAN,,,,,7.0,5.0,1.0,,2.0,7.0,3.0,,3.0,7.0,4.0,,2.0,11.0,1.0,,6.0,6.0,2.0,,5.0,5.0,3.0,,,,,
935,1989,WAS,,,,,3.0,7.0,3.0,,6.0,4.0,1.0,,9.0,5.0,0.0,,5.0,10.0,0.0,,5.0,7.0,0.0,,7.0,5.0,2.0,,1.0,0.0,0.0,
936,1989,WIN,,,,,5.0,6.0,0.0,,7.0,6.0,1.0,,5.0,3.0,4.0,,6.0,7.0,2.0,,7.0,5.0,1.0,,7.0,4.0,3.0,,0.0,1.0,0.0,
937,1990,BOS,,,,,6.0,4.0,2.0,,8.0,3.0,2.0,,6.0,5.0,4.0,,10.0,4.0,0.0,,7.0,4.0,0.0,,7.0,4.0,4.0,,,,,
938,1990,BUF,,,,,3.0,5.0,4.0,,6.0,4.0,2.0,,5.0,7.0,3.0,,7.0,5.0,1.0,,3.0,4.0,6.0,,7.0,5.0,3.0,,,,,
939,1990,CAL,,,,,9.0,4.0,0.0,,5.0,5.0,3.0,,8.0,5.0,1.0,,5.0,6.0,1.0,,8.0,2.0,2.0,,11.0,4.0,1.0,,,,,
940,1990,CHI,,,,,8.0,5.0,0.0,,9.0,3.0,2.0,,10.0,5.0,1.0,,7.0,2.0,1.0,,5.0,6.0,2.0,,10.0,2.0,2.0,,,,,
941,1990,DET,,,,,6.0,4.0,3.0,,6.0,6.0,0.0,,7.0,7.0,1.0,,3.0,9.0,1.0,,6.0,5.0,3.0,,6.0,7.0,0.0,,,,,
942,1990,EDM,,,,,2.0,7.0,2.0,,5.0,7.0,0.0,,11.0,3.0,0.0,,7.0,5.0,1.0,,5.0,8.0,1.0,,7.0,7.0,2.0,,,,,
943,1990,HAR,,,,,4.0,7.0,2.0,,6.0,4.0,2.0,,6.0,9.0,0.0,,6.0,5.0,1.0,,6.0,5.0,2.0,,3.0,8.0,4.0,,,,,
944,1990,LAK,,,,,9.0,3.0,1.0,,7.0,3.0,2.0,,3.0,7.0,2.0,,9.0,5.0,0.0,,10.0,2.0,2.0,,8.0,4.0,3.0,,,,,
945,1990,MNS,,,,,2.0,8.0,3.0,,4.0,7.0,3.0,,5.0,8.0,1.0,,5.0,7.0,2.0,,5.0,2.0,3.0,,6.0,7.0,2.0,,,,,
946,1990,MTL,,,,,7.0,6.0,1.0,,6.0,5.0,2.0,,6.0,6.0,2.0,,10.0,3.0,0.0,,3.0,5.0,3.0,,7.0,5.0,3.0,,,,,
947,1990,NJD,,,,,8.0,4.0,1.0,,5.0,6.0,2.0,,6.0,3.0,6.0,,3.0,8.0,1.0,,5.0,6.0,1.0,,5.0,6.0,4.0,,,,,
948,1990,NYI,,,,,3.0,9.0,0.0,,6.0,5.0,2.0,,5.0,5.0,3.0,,4.0,9.0,1.0,,3.0,8.0,3.0,,4.0,9.0,1.0,,,,,
949,1990,NYR,,,,,11.0,3.0,0.0,,5.0,5.0,5.0,,5.0,5.0,2.0,,6.0,5.0,2.0,,5.0,4.0,3.0,,4.0,9.0,1.0,,,,,
950,1990,PHI,,,,,6.0,6.0,0.0,,11.0,4.0,2.0,,4.0,8.0,3.0,,6.0,4.0,1.0,,4.0,5.0,2.0,,2.0,10.0,2.0,,,,,
951,1990,PIT,,,,,6.0,6.0,1.0,,5.0,6.0,1.0,,10.0,6.0,1.0,,7.0,4.0,0.0,,4.0,7.0,1.0,,9.0,4.0,2.0,,,,,
952,1990,QUE,,,,,3.0,7.0,3.0,,1.0,11.0,2.0,,5.0,7.0,2.0,,2.0,8.0,2.0,,1.0,9.0,2.0,,4.0,8.0,3.0,,,,,
953,1990,STL,,,,,8.0,3.0,1.0,,7.0,4.0,2.0,,6.0,5.0,3.0,,9.0,3.0,1.0,,9.0,3.0,1.0,,8.0,4.0,3.0,,,,,
954,1990,TOR,,,,,2.0,10.0,1.0,,3.0,12.0,0.0,,7.0,4.0,1.0,,1.0,7.0,3.0,,5.0,7.0,2.0,,5.0,6.0,4.0,,,,,
955,1990,VAN,,,,,6.0,6.0,0.0,,6.0,6.0,2.0,,5.0,9.0,1.0,,2.0,9.0,2.0,,5.0,6.0,2.0,,4.0,7.0,2.0,,,,,
956,1990,WAS,,,,,7.0,7.0,0.0,,7.0,7.0,0.0,,4.0,8.0,1.0,,6.0,5.0,2.0,,4.0,5.0,2.0,,9.0,4.0,2.0,,,,,
957,1990,WIN,,,,,5.0,7.0,1.0,,4.0,9.0,2.0,,4.0,6.0,4.0,,5.0,7.0,1.0,,5.0,5.0,3.0,,3.0,9.0,0.0,,,,,
958,1991,BOS,,,,,3.0,6.0,2.0,,7.0,4.0,2.0,,7.0,6.0,1.0,,9.0,3.0,1.0,,3.0,6.0,3.0,,6.0,7.0,1.0,,1.0,0.0,2.0,
959,1991,BUF,,,,,4.0,6.0,1.0,,5.0,6.0,2.0,,3.0,7.0,3.0,,8.0,3.0,3.0,,4.0,7.0,1.0,,6.0,6.0,2.0,,1.0,2.0,0.0,
960,1991,CAL,,,,,6.0,5.0,1.0,,5.0,5.0,3.0,,5.0,7.0,1.0,,5.0,5.0,2.0,,4.0,7.0,2.0,,5.0,7.0,2.0,,1.0,1.0,1.0,
961,1991,CHI,,,,,6.0,5.0,3.0,,4.0,6.0,2.0,,5.0,5.0,4.0,,9.0,3.0,1.0,,3.0,5.0,3.0,,9.0,3.0,2.0,,0.0,2.0,0.0,
962,1991,DET,,,,,5.0,6.0,1.0,,9.0,3.0,2.0,,9.0,2.0,1.0,,5.0,4.0,3.0,,8.0,4.0,2.0,,5.0,6.0,3.0,,2.0,0.0,0.0,
963,1991,EDM,,,,,5.0,6.0,2.0,,3.0,7.0,2.0,,7.0,5.0,2.0,,5.0,8.0,1.0,,9.0,3.0,0.0,,6.0,4.0,3.0,,1.0,1.0,0.0,
964,1991,HAR,,,,,5.0,3.0,2.0,,6.0,7.0,1.0,,3.0,8.0,1.0,,1.0,7.0,3.0,,4.0,6.0,4.0,,5.0,9.0,2.0,,2.0,1.0,0.0,
965,1991,LAK,,,,,7.0,3.0,3.0,,4.0,6.0,3.0,,3.0,7.0,1.0,,5.0,4.0,4.0,,9.0,4.0,2.0,,6.0,6.0,1.0,,1.0,1.0,0.0,
966,1991,MNS,,,,,5.0,6.0,0.0,,4.0,6.0,2.0,,7.0,4.0,1.0,,5.0,7.0,1.0,,5.0,9.0,1.0,,6.0,8.0,0.0,,0.0,2.0,1.0,
967,1991,MTL,,,,,9.0,3.0,1.0,,8.0,7.0,1.0,,9.0,4.0,0.0,,5.0,4.0,2.0,,6.0,4.0,4.0,,4.0,5.0,2.0,,0.0,1.0,1.0,
968,1991,NJD,,,,,8.0,5.0,0.0,,6.0,5.0,1.0,,4.0,4.0,5.0,,7.0,2.0,1.0,,8.0,5.0,2.0,,4.0,8.0,2.0,,1.0,2.0,0.0,
969,1991,NYI,,,,,3.0,6.0,2.0,,6.0,6.0,1.0,,3.0,6.0,3.0,,6.0,6.0,0.0,,9.0,5.0,1.0,,5.0,6.0,3.0,,2.0,0.0,1.0,
970,1991,NYR,,,,,9.0,5.0,0.0,,6.0,5.0,1.0,,10.0,4.0,0.0,,8.0,3.0,1.0,,7.0,3.0,2.0,,9.0,4.0,1.0,,1.0,1.0,0.0,
971,1991,PHI,,,,,4.0,5.0,1.0,,4.0,8.0,1.0,,4.0,4.0,5.0,,4.0,7.0,2.0,,7.0,5.0,2.0,,8.0,6.0,0.0,,1.0,2.0,0.0,
972,1991,PIT,,,,,5.0,5.0,2.0,,8.0,3.0,2.0,,9.0,5.0,0.0,,3.0,7.0,1.0,,3.0,7.0,3.0,,10.0,3.0,1.0,,1.0,2.0,0.0,
973,1991,QUE,,,,,2.0,9.0,1.0,,4.0,8.0,1.0,,5.0,5.0,3.0,,1.0,10.0,1.0,,1.0,9.0,3.0,,5.0,7.0,2.0,,2.0,0.0,1.0,
974,1991,SJS,,,,,1.0,13.0,0.0,,4.0,7.0,2.0,,3.0,8.0,1.0,,3.0,8.0,1.0,,3.0,8.0,1.0,,3.0,11.0,0.0,,0.0,3.0,0.0,
975,1991,STL,,,,,5.0,3.0,4.0,,6.0,6.0,1.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,8.0,6.0,0.0,,4.0,7.0,1.0,,2.0,0.0,1.0,
976,1991,TOR,,,,,3.0,8.0,1.0,,4.0,8.0,3.0,,3.0,9.0,1.0,,5.0,5.0,0.0,,7.0,6.0,1.0,,7.0,5.0,1.0,,1.0,2.0,0.0,
977,1991,VAN,,,,,9.0,3.0,1.0,,7.0,4.0,2.0,,6.0,4.0,3.0,,7.0,3.0,1.0,,5.0,6.0,2.0,,7.0,5.0,2.0,,1.0,1.0,1.0,
978,1991,WAS,,,,,9.0,3.0,0.0,,9.0,5.0,0.0,,7.0,5.0,1.0,,4.0,4.0,3.0,,8.0,4.0,2.0,,7.0,5.0,1.0,,1.0,1.0,1.0,
979,1991,WIN,,,,,6.0,5.0,2.0,,6.0,3.0,3.0,,4.0,8.0,3.0,,5.0,6.0,2.0,,4.0,6.0,1.0,,5.0,4.0,4.0,,3.0,0.0,0.0,
980,1992,BOS,,,,,7.0,2.0,1.0,,7.0,5.0,1.0,,7.0,7.0,0.0,,8.0,5.0,2.0,,4.0,3.0,3.0,,11.0,4.0,0.0,,7.0,0.0,0.0,
981,1992,BUF,,,,,6.0,3.0,2.0,,4.0,8.0,2.0,,6.0,4.0,2.0,,10.0,5.0,0.0,,5.0,4.0,1.0,,7.0,5.0,3.0,,0.0,7.0,0.0,
982,1992,CAL,,,,,8.0,4.0,0.0,,6.0,5.0,2.0,,10.0,1.0,2.0,,3.0,9.0,2.0,,6.0,2.0,4.0,,4.0,8.0,0.0,,6.0,1.0,1.0,
983,1992,CHI,,,,,4.0,5.0,2.0,,8.0,5.0,1.0,,10.0,4.0,1.0,,9.0,3.0,4.0,,5.0,4.0,0.0,,6.0,3.0,2.0,,5.0,1.0,2.0,
984,1992,DET,,,,,7.0,5.0,0.0,,7.0,6.0,1.0,,7.0,6.0,2.0,,7.0,3.0,3.0,,5.0,4.0,3.0,,9.0,4.0,0.0,,5.0,0.0,0.0,
985,1992,EDM,,,,,3.0,8.0,1.0,,5.0,4.0,3.0,,5.0,9.0,1.0,,5.0,6.0,3.0,,5.0,7.0,0.0,,3.0,10.0,0.0,,0.0,6.0,0.0,
986,1992,HAR,,,,,3.0,8.0,0.0,,3.0,8.0,1.0,,5.0,7.0,2.0,,3.0,11.0,1.0,,3.0,7.0,0.0,,5.0,7.0,1.0,,4.0,4.0,1.0,
987,1992,LAK,,,,,7.0,4.0,1.0,,9.0,3.0,1.0,,4.0,7.0,2.0,,4.0,7.0,2.0,,3.0,8.0,1.0,,9.0,3.0,2.0,,3.0,3.0,1.0,
988,1992,MNS,,,,,6.0,5.0,1.0,,7.0,4.0,2.0,,6.0,4.0,2.0,,7.0,5.0,3.0,,4.0,7.0,1.0,,3.0,9.0,1.0,,3.0,4.0,0.0,
989,1992,MTL,,,,,7.0,3.0,2.0,,10.0,3.0,1.0,,5.0,8.0,1.0,,10.0,4.0,1.0,,8.0,1.0,1.0,,6.0,7.0,0.0,,2.0,4.0,0.0,
990,1992,NJD,,,,,7.0,5.0,0.0,,5.0,5.0,0.0,,6.0,6.0,1.0,,6.0,6.0,3.0,,7.0,4.0,1.0,,7.0,7.0,1.0,,2.0,4.0,1.0,
991,1992,NYI,,,,,6.0,5.0,1.0,,3.0,6.0,2.0,,7.0,7.0,1.0,,7.0,5.0,1.0,,6.0,5.0,1.0,,7.0,5.0,0.0,,4.0,4.0,1.0,
992,1992,NYR,,,,,7.0,4.0,1.0,,4.0,6.0,2.0,,8.0,6.0,1.0,,4.0,5.0,3.0,,5.0,4.0,3.0,,5.0,6.0,1.0,,1.0,8.0,0.0,
993,1992,OTT,,,,,1.0,9.0,1.0,,1.0,13.0,0.0,,1.0,12.0,2.0,,2.0,12.0,0.0,,4.0,7.0,1.0,,0.0,10.0,0.0,,1.0,7.0,0.0,
994,1992,PHI,,,,,3.0,7.0,3.0,,6.0,3.0,1.0,,4.0,8.0,1.0,,5.0,8.0,2.0,,4.0,4.0,4.0,,6.0,6.0,0.0,,8.0,1.0,0.0,
995,1992,PIT,,,,,8.0,1.0,2.0,,9.0,5.0,1.0,,9.0,3.0,1.0,,8.0,5.0,1.0,,5.0,5.0,1.0,,11.0,2.0,0.0,,6.0,0.0,1.0,
996,1992,QUE,,,,,7.0,3.0,1.0,,6.0,5.0,4.0,,9.0,4.0,1.0,,6.0,4.0,2.0,,7.0,4.0,1.0,,8.0,4.0,1.0,,4.0,3.0,0.0,
997,1992,SJS,,,,,2.0,9.0,0.0,,3.0,9.0,1.0,,1.0,13.0,0.0,,0.0,13.0,1.0,,2.0,11.0,0.0,,2.0,10.0,0.0,,1.0,6.0,0.0,
998,1992,STL,,,,,5.0,6.0,1.0,,3.0,6.0,3.0,,5.0,7.0,1.0,,9.0,4.0,2.0,,7.0,6.0,1.0,,6.0,4.0,1.0,,2.0,3.0,2.0,
999,1992,TBL,,,,,4.0,7.0,1.0,,6.0,8.0,1.0,,4.0,8.0,0.0,,3.0,10.0,1.0,,2.0,7.0,2.0,,3.0,9.0,0.0,,1.0,5.0,2.0,
1000,1992,TOR,,,,,6.0,4.0,2.0,,5.0,5.0,1.0,,4.0,7.0,3.0,,9.0,4.0,1.0,,8.0,2.0,2.0,,9.0,3.0,2.0,,3.0,4.0,0.0,
1001,1992,VAN,,,,,5.0,4.0,1.0,,9.0,5.0,1.0,,9.0,1.0,1.0,,6.0,4.0,5.0,,6.0,5.0,0.0,,5.0,8.0,1.0,,6.0,2.0,0.0,
1002,1992,WAS,,,,,4.0,8.0,0.0,,7.0,5.0,2.0,,9.0,3.0,1.0,,5.0,5.0,3.0,,7.0,3.0,0.0,,7.0,6.0,1.0,,4.0,4.0,0.0,
1003,1992,WIN,,,,,4.0,8.0,0.0,,4.0,5.0,2.0,,7.0,6.0,1.0,,10.0,3.0,2.0,,3.0,7.0,1.0,,7.0,6.0,1.0,,5.0,2.0,0.0,
1004,1993,ANA,,,,,2.0,8.0,2.0,,6.0,7.0,0.0,,6.0,8.0,0.0,,6.0,6.0,2.0,,4.0,6.0,1.0,,6.0,8.0,0.0,,3.0,3.0,0.0,
1005,1993,BOS,,,,,4.0,3.0,4.0,,8.0,3.0,2.0,,5.0,6.0,1.0,,8.0,4.0,2.0,,8.0,3.0,2.0,,6.0,6.0,2.0,,3.0,4.0,0.0,
1006,1993,BUF,,,,,4.0,7.0,1.0,,6.0,5.0,1.0,,8.0,5.0,1.0,,5.0,5.0,2.0,,8.0,4.0,2.0,,8.0,3.0,2.0,,4.0,3.0,0.0,
1007,1993,CAL,,,,,8.0,3.0,2.0,,7.0,4.0,2.0,,5.0,7.0,2.0,,4.0,5.0,3.0,,8.0,3.0,1.0,,6.0,5.0,2.0,,4.0,2.0,1.0,
1008,1993,CHI,,,,,4.0,7.0,2.0,,8.0,2.0,0.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,6.0,7.0,1.0,,6.0,7.0,2.0,,4.0,2.0,0.0,
1009,1993,DAL,,,,,6.0,4.0,2.0,,6.0,5.0,4.0,,8.0,4.0,1.0,,7.0,6.0,0.0,,7.0,2.0,1.0,,5.0,5.0,4.0,,3.0,3.0,1.0,
1010,1993,DET,,,,,5.0,7.0,0.0,,6.0,3.0,2.0,,9.0,3.0,1.0,,8.0,3.0,2.0,,9.0,4.0,0.0,,7.0,7.0,1.0,,2.0,3.0,2.0,
1011,1993,EDM,,,,,2.0,10.0,1.0,,2.0,9.0,2.0,,7.0,5.0,2.0,,2.0,7.0,3.0,,4.0,7.0,2.0,,5.0,5.0,2.0,,3.0,2.0,2.0,
1012,1993,FLO,,,,,4.0,5.0,3.0,,4.0,8.0,0.0,,7.0,2.0,3.0,,6.0,2.0,4.0,,5.0,9.0,0.0,,6.0,6.0,3.0,,1.0,2.0,4.0,
1013,1993,HAR,,,,,3.0,8.0,1.0,,4.0,7.0,1.0,,6.0,6.0,1.0,,4.0,8.0,2.0,,4.0,6.0,2.0,,4.0,10.0,1.0,,2.0,3.0,1.0,
1014,1993,LAK,,,,,6.0,5.0,2.0,,3.0,8.0,0.0,,5.0,7.0,1.0,,5.0,5.0,3.0,,2.0,8.0,3.0,,4.0,7.0,2.0,,2.0,5.0,1.0,
1015,1993,MTL,,,,,7.0,3.0,2.0,,4.0,6.0,1.0,,5.0,6.0,3.0,,8.0,4.0,2.0,,9.0,3.0,1.0,,6.0,3.0,4.0,,2.0,4.0,1.0,
1016,1993,NJD,,,,,8.0,2.0,0.0,,7.0,4.0,2.0,,6.0,6.0,2.0,,6.0,4.0,2.0,,6.0,4.0,3.0,,12.0,1.0,2.0,,2.0,4.0,1.0,
1017,1993,NYI,,,,,3.0,7.0,1.0,,6.0,6.0,1.0,,6.0,4.0,1.0,,2.0,8.0,2.0,,9.0,4.0,1.0,,5.0,6.0,4.0,,5.0,1.0,2.0,
1018,1993,NYR,,,,,7.0,5.0,1.0,,11.0,1.0,1.0,,8.0,3.0,1.0,,7.0,4.0,0.0,,7.0,5.0,1.0,,7.0,5.0,3.0,,5.0,1.0,1.0,
1019,1993,OTT,,,,,2.0,6.0,2.0,,3.0,9.0,1.0,,3.0,13.0,0.0,,1.0,9.0,4.0,,1.0,9.0,1.0,,3.0,10.0,0.0,,1.0,5.0,1.0,
1020,1993,PHI,,,,,9.0,3.0,0.0,,7.0,6.0,1.0,,4.0,8.0,2.0,,4.0,6.0,0.0,,5.0,8.0,1.0,,4.0,7.0,3.0,,2.0,1.0,3.0,
1021,1993,PIT,,,,,7.0,4.0,1.0,,5.0,3.0,5.0,,6.0,4.0,2.0,,6.0,3.0,3.0,,7.0,6.0,1.0,,9.0,5.0,1.0,,4.0,2.0,0.0,
1022,1993,QUE,,,,,5.0,6.0,1.0,,3.0,6.0,3.0,,8.0,5.0,1.0,,4.0,8.0,0.0,,4.0,8.0,0.0,,7.0,6.0,2.0,,3.0,3.0,1.0,
1023,1993,SJS,,,,,3.0,9.0,1.0,,7.0,4.0,3.0,,2.0,7.0,3.0,,4.0,2.0,4.0,,6.0,8.0,1.0,,8.0,3.0,3.0,,3.0,2.0,1.0,
1024,1993,STL,,,,,7.0,2.0,1.0,,5.0,4.0,4.0,,7.0,8.0,0.0,,7.0,4.0,2.0,,6.0,5.0,1.0,,5.0,7.0,1.0,,3.0,3.0,2.0,
1025,1993,TBL,,,,,3.0,8.0,1.0,,3.0,8.0,1.0,,6.0,6.0,2.0,,7.0,4.0,2.0,,4.0,7.0,2.0,,3.0,7.0,3.0,,4.0,3.0,0.0,
1026,1993,TOR,,,,,10.0,1.0,0.0,,7.0,4.0,4.0,,4.0,7.0,2.0,,7.0,2.0,4.0,,6.0,5.0,1.0,,6.0,7.0,1.0,,3.0,3.0,0.0,
1027,1993,VAN,,,,,7.0,3.0,0.0,,7.0,7.0,0.0,,5.0,8.0,0.0,,6.0,5.0,2.0,,5.0,5.0,1.0,,8.0,8.0,0.0,,3.0,4.0,0.0,
1028,1993,WAS,,,,,6.0,7.0,0.0,,4.0,6.0,1.0,,7.0,4.0,2.0,,5.0,7.0,1.0,,9.0,2.0,2.0,,4.0,6.0,4.0,,4.0,3.0,0.0,
1029,1993,WIN,,,,,6.0,5.0,1.0,,4.0,8.0,2.0,,5.0,7.0,2.0,,2.0,9.0,1.0,,0.0,11.0,2.0,,6.0,6.0,0.0,,1.0,5.0,1.0,
1030,1994,ANA,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,2.0,8.0,1.0,,4.0,8.0,3.0,,6.0,7.0,1.0,
1031,1994,BOS,,,,,,,,,,,,,,,,,3.0,2.0,0.0,,7.0,4.0,2.0,,7.0,6.0,0.0,,8.0,6.0,1.0,
1032,1994,BUF,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,4.0,5.0,2.0,,7.0,5.0,2.0,,6.0,7.0,2.0,
1033,1994,CAL,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,8.0,4.0,2.0,,6.0,7.0,2.0,,7.0,4.0,2.0,
1034,1994,CHI,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,9.0,2.0,1.0,,7.0,5.0,2.0,,3.0,9.0,2.0,
1035,1994,DAL,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,3.0,8.0,2.0,,6.0,5.0,2.0,,6.0,7.0,3.0,
1036,1994,DET,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,7.0,4.0,1.0,,10.0,2.0,1.0,,10.0,4.0,2.0,
1037,1994,EDM,,,,,,,,,,,,,,,,,2.0,4.0,0.0,,5.0,6.0,2.0,,5.0,7.0,1.0,,5.0,8.0,1.0,
1038,1994,FLO,,,,,,,,,,,,,,,,,3.0,4.0,0.0,,4.0,7.0,2.0,,6.0,5.0,2.0,,5.0,6.0,2.0,
